,Files,Phase
23297,video09_20075,CalotTriangleDissection
23298,video09_20100,CalotTriangleDissection
23299,video09_20125,CalotTriangleDissection
23300,video09_20150,CalotTriangleDissection
23301,video09_20175,CalotTriangleDissection
23302,video09_20200,CalotTriangleDissection
23303,video09_20225,CalotTriangleDissection
23304,video09_20250,CalotTriangleDissection
23305,video09_20275,CalotTriangleDissection
23306,video09_20300,CalotTriangleDissection
23307,video09_20325,CalotTriangleDissection
23308,video09_20350,CalotTriangleDissection
23309,video09_20375,CalotTriangleDissection
23310,video09_20400,CalotTriangleDissection
23311,video09_20425,CalotTriangleDissection
23312,video09_20450,CalotTriangleDissection
23313,video09_20475,CalotTriangleDissection
23314,video09_20500,CalotTriangleDissection
23315,video09_20525,CalotTriangleDissection
23316,video09_20550,CalotTriangleDissection
23317,video09_20575,CalotTriangleDissection
23318,video09_20600,CalotTriangleDissection
23319,video09_20625,CalotTriangleDissection
23320,video09_20650,CalotTriangleDissection
23321,video09_20675,CalotTriangleDissection
23322,video09_20700,CalotTriangleDissection
23323,video09_20725,CalotTriangleDissection
23324,video09_20750,CalotTriangleDissection
23325,video09_20775,CalotTriangleDissection
23326,video09_20800,CalotTriangleDissection
23327,video09_20825,CalotTriangleDissection
23328,video09_20850,CalotTriangleDissection
23329,video09_20875,CalotTriangleDissection
23330,video09_20900,CalotTriangleDissection
23331,video09_20925,CalotTriangleDissection
23332,video09_20950,CalotTriangleDissection
23333,video09_20975,CalotTriangleDissection
23334,video09_21000,CalotTriangleDissection
23335,video09_21025,CalotTriangleDissection
23336,video09_21050,CalotTriangleDissection
23337,video09_21075,CalotTriangleDissection
23338,video09_21100,CalotTriangleDissection
23339,video09_21125,CalotTriangleDissection
23340,video09_21150,CalotTriangleDissection
23341,video09_21175,CalotTriangleDissection
23342,video09_21200,CalotTriangleDissection
23343,video09_21225,CalotTriangleDissection
23344,video09_21250,CalotTriangleDissection
23345,video09_21275,CalotTriangleDissection
23346,video09_21300,CalotTriangleDissection
23347,video09_21325,CalotTriangleDissection
23348,video09_21350,CalotTriangleDissection
23349,video09_21375,CalotTriangleDissection
23350,video09_21400,CalotTriangleDissection
23351,video09_21425,CalotTriangleDissection
23352,video09_21450,CalotTriangleDissection
23353,video09_21475,CalotTriangleDissection
23354,video09_21500,CalotTriangleDissection
23355,video09_21525,CalotTriangleDissection
23356,video09_21550,CalotTriangleDissection
23357,video09_21575,CalotTriangleDissection
23358,video09_21600,CalotTriangleDissection
23359,video09_21625,CalotTriangleDissection
23360,video09_21650,CalotTriangleDissection
23361,video09_21675,CalotTriangleDissection
23362,video09_21700,CalotTriangleDissection
23363,video09_21725,CalotTriangleDissection
23364,video09_21750,CalotTriangleDissection
23365,video09_21775,CalotTriangleDissection
23366,video09_21800,CalotTriangleDissection
23367,video09_21825,CalotTriangleDissection
23368,video09_21850,CalotTriangleDissection
23369,video09_21875,CalotTriangleDissection
23370,video09_21900,CalotTriangleDissection
23371,video09_21925,CalotTriangleDissection
23372,video09_21950,CalotTriangleDissection
23373,video09_21975,CalotTriangleDissection
23374,video09_22000,CalotTriangleDissection
23375,video09_22025,CalotTriangleDissection
23376,video09_22050,CalotTriangleDissection
23377,video09_22075,CalotTriangleDissection
23378,video09_22100,CalotTriangleDissection
23379,video09_22125,CalotTriangleDissection
23380,video09_22150,CalotTriangleDissection
23381,video09_22175,CalotTriangleDissection
23382,video09_22200,CalotTriangleDissection
23383,video09_22225,CalotTriangleDissection
23384,video09_22250,CalotTriangleDissection
23385,video09_22275,CalotTriangleDissection
23386,video09_22300,CalotTriangleDissection
23387,video09_22325,CalotTriangleDissection
23388,video09_22350,CalotTriangleDissection
23389,video09_22375,CalotTriangleDissection
23390,video09_22400,CalotTriangleDissection
23391,video09_22425,CalotTriangleDissection
23392,video09_22450,CalotTriangleDissection
23393,video09_22475,CalotTriangleDissection
23394,video09_22500,CalotTriangleDissection
23395,video09_22525,CalotTriangleDissection
23396,video09_22550,CalotTriangleDissection
23397,video09_22575,CalotTriangleDissection
23398,video09_22600,CalotTriangleDissection
23399,video09_22625,CalotTriangleDissection
23400,video09_22650,CalotTriangleDissection
23401,video09_22675,CalotTriangleDissection
23402,video09_22700,CalotTriangleDissection
23403,video09_22725,CalotTriangleDissection
23404,video09_22750,CalotTriangleDissection
23405,video09_22775,CalotTriangleDissection
23406,video09_22800,CalotTriangleDissection
23407,video09_22825,CalotTriangleDissection
23408,video09_22850,CalotTriangleDissection
23409,video09_22875,CalotTriangleDissection
23410,video09_22900,CalotTriangleDissection
23411,video09_22925,CalotTriangleDissection
23412,video09_22950,CalotTriangleDissection
23413,video09_22975,CalotTriangleDissection
23414,video09_23000,CalotTriangleDissection
23415,video09_23025,CalotTriangleDissection
23416,video09_23050,CalotTriangleDissection
23417,video09_23075,CalotTriangleDissection
23418,video09_23100,CalotTriangleDissection
23419,video09_23125,CalotTriangleDissection
23420,video09_23150,CalotTriangleDissection
23421,video09_23175,CalotTriangleDissection
23422,video09_23200,CalotTriangleDissection
23423,video09_23225,CalotTriangleDissection
23424,video09_23250,CalotTriangleDissection
23425,video09_23275,CalotTriangleDissection
23426,video09_23300,CalotTriangleDissection
23427,video09_23325,CalotTriangleDissection
23428,video09_23350,CalotTriangleDissection
23429,video09_23375,CalotTriangleDissection
23430,video09_23400,CalotTriangleDissection
23431,video09_23425,CalotTriangleDissection
23432,video09_23450,CalotTriangleDissection
23433,video09_23475,CalotTriangleDissection
23434,video09_23500,CalotTriangleDissection
23435,video09_23525,CalotTriangleDissection
23436,video09_23550,CalotTriangleDissection
23437,video09_23575,CalotTriangleDissection
23438,video09_23600,CalotTriangleDissection
23439,video09_23625,CalotTriangleDissection
23440,video09_23650,CalotTriangleDissection
23441,video09_23675,CalotTriangleDissection
23442,video09_23700,CalotTriangleDissection
23443,video09_23725,CalotTriangleDissection
23444,video09_23750,CalotTriangleDissection
23445,video09_23775,CalotTriangleDissection
23446,video09_23800,CalotTriangleDissection
23447,video09_23825,CalotTriangleDissection
23448,video09_23850,CalotTriangleDissection
23449,video09_23875,CalotTriangleDissection
23450,video09_23900,CalotTriangleDissection
23451,video09_23925,CalotTriangleDissection
23452,video09_23950,CalotTriangleDissection
23453,video09_23975,CalotTriangleDissection
23454,video09_24000,CalotTriangleDissection
23455,video09_24025,CalotTriangleDissection
23456,video09_24050,CalotTriangleDissection
23457,video09_24075,CalotTriangleDissection
23458,video09_24100,CalotTriangleDissection
23459,video09_24125,CalotTriangleDissection
23460,video09_24150,CalotTriangleDissection
23461,video09_24175,CalotTriangleDissection
23462,video09_24200,CalotTriangleDissection
23463,video09_24225,CalotTriangleDissection
23464,video09_24250,CalotTriangleDissection
23465,video09_24275,CalotTriangleDissection
23466,video09_24300,CalotTriangleDissection
23467,video09_24325,CalotTriangleDissection
23468,video09_24350,CalotTriangleDissection
23469,video09_24375,CalotTriangleDissection
23470,video09_24400,CalotTriangleDissection
23471,video09_24425,CalotTriangleDissection
23472,video09_24450,CalotTriangleDissection
23473,video09_24475,CalotTriangleDissection
23474,video09_24500,CalotTriangleDissection
23475,video09_24525,CalotTriangleDissection
23476,video09_24550,CalotTriangleDissection
23477,video09_24575,CalotTriangleDissection
23478,video09_24600,CalotTriangleDissection
23479,video09_24625,CalotTriangleDissection
23480,video09_24650,CalotTriangleDissection
23481,video09_24675,CalotTriangleDissection
23482,video09_24700,CalotTriangleDissection
23483,video09_24725,CalotTriangleDissection
23484,video09_24750,CalotTriangleDissection
23485,video09_24775,CalotTriangleDissection
23486,video09_24800,CalotTriangleDissection
23487,video09_24825,CalotTriangleDissection
23488,video09_24850,CalotTriangleDissection
23489,video09_24875,CalotTriangleDissection
23490,video09_24900,CalotTriangleDissection
23491,video09_24925,CalotTriangleDissection
23492,video09_24950,CalotTriangleDissection
23493,video09_24975,CalotTriangleDissection
23494,video09_25000,CalotTriangleDissection
23495,video09_25025,CalotTriangleDissection
23496,video09_25050,CalotTriangleDissection
23497,video09_25075,CalotTriangleDissection
23498,video09_25100,CalotTriangleDissection
23499,video09_25125,CalotTriangleDissection
23500,video09_25150,CalotTriangleDissection
23501,video09_25175,CalotTriangleDissection
23502,video09_25200,CalotTriangleDissection
23503,video09_25225,CalotTriangleDissection
23504,video09_25250,CalotTriangleDissection
23505,video09_25275,CalotTriangleDissection
23506,video09_25300,CalotTriangleDissection
23507,video09_25325,CalotTriangleDissection
23508,video09_25350,CalotTriangleDissection
23509,video09_25375,CalotTriangleDissection
23510,video09_25400,CalotTriangleDissection
23511,video09_25425,CalotTriangleDissection
23512,video09_25450,CalotTriangleDissection
23513,video09_25475,CalotTriangleDissection
23514,video09_25500,CalotTriangleDissection
23515,video09_25525,CalotTriangleDissection
23516,video09_25550,CalotTriangleDissection
23517,video09_25575,CalotTriangleDissection
23518,video09_25600,CalotTriangleDissection
23519,video09_25625,CalotTriangleDissection
23520,video09_25650,CalotTriangleDissection
23521,video09_25675,CalotTriangleDissection
23522,video09_25700,CalotTriangleDissection
23523,video09_25725,CalotTriangleDissection
23524,video09_25750,CalotTriangleDissection
23525,video09_25775,CalotTriangleDissection
23526,video09_25800,CalotTriangleDissection
23527,video09_25825,CalotTriangleDissection
23528,video09_25850,CalotTriangleDissection
23529,video09_25875,CalotTriangleDissection
23530,video09_25900,CalotTriangleDissection
23531,video09_25925,CalotTriangleDissection
23532,video09_25950,CalotTriangleDissection
23533,video09_25975,CalotTriangleDissection
23534,video09_26000,CalotTriangleDissection
23535,video09_26025,CalotTriangleDissection
23536,video09_26050,CalotTriangleDissection
23537,video09_26075,CalotTriangleDissection
23538,video09_26100,CalotTriangleDissection
23539,video09_26125,CalotTriangleDissection
23540,video09_26150,CalotTriangleDissection
23541,video09_26175,CalotTriangleDissection
23542,video09_26200,CalotTriangleDissection
23543,video09_26225,CalotTriangleDissection
23544,video09_26250,CalotTriangleDissection
23545,video09_26275,CalotTriangleDissection
23546,video09_26300,CalotTriangleDissection
23547,video09_26325,CalotTriangleDissection
23548,video09_26350,CalotTriangleDissection
23549,video09_26375,CalotTriangleDissection
23550,video09_26400,CalotTriangleDissection
23551,video09_26425,CalotTriangleDissection
23552,video09_26450,CalotTriangleDissection
23553,video09_26475,CalotTriangleDissection
23554,video09_26500,CalotTriangleDissection
23555,video09_26525,CalotTriangleDissection
23556,video09_26550,CalotTriangleDissection
23557,video09_26575,CalotTriangleDissection
23558,video09_26600,CalotTriangleDissection
23559,video09_26625,CalotTriangleDissection
23560,video09_26650,CalotTriangleDissection
23561,video09_26675,CalotTriangleDissection
23562,video09_26700,CalotTriangleDissection
23563,video09_26725,ClippingCutting
23564,video09_26750,ClippingCutting
23565,video09_26775,ClippingCutting
23566,video09_26800,ClippingCutting
23567,video09_26825,ClippingCutting
23568,video09_26850,ClippingCutting
23569,video09_26875,ClippingCutting
23570,video09_26900,ClippingCutting
23571,video09_26925,ClippingCutting
23572,video09_26950,ClippingCutting
23573,video09_26975,ClippingCutting
23574,video09_27000,ClippingCutting
23575,video09_27025,ClippingCutting
23576,video09_27050,ClippingCutting
23577,video09_27075,ClippingCutting
23578,video09_27100,ClippingCutting
23579,video09_27125,ClippingCutting
23580,video09_27150,ClippingCutting
23581,video09_27175,ClippingCutting
23582,video09_27200,ClippingCutting
23583,video09_27225,ClippingCutting
23584,video09_27250,ClippingCutting
23585,video09_27275,ClippingCutting
23586,video09_27300,ClippingCutting
23587,video09_27325,ClippingCutting
23588,video09_27350,ClippingCutting
23589,video09_27375,ClippingCutting
23590,video09_27400,ClippingCutting
23591,video09_27425,ClippingCutting
23592,video09_27450,ClippingCutting
23593,video09_27475,ClippingCutting
23594,video09_27500,ClippingCutting
23595,video09_27525,ClippingCutting
23596,video09_27550,ClippingCutting
23597,video09_27575,ClippingCutting
23598,video09_27600,ClippingCutting
23599,video09_27625,ClippingCutting
23600,video09_27650,ClippingCutting
23601,video09_27675,ClippingCutting
23602,video09_27700,ClippingCutting
23603,video09_27725,ClippingCutting
23604,video09_27750,ClippingCutting
23605,video09_27775,ClippingCutting
23606,video09_27800,ClippingCutting
23607,video09_27825,ClippingCutting
23608,video09_27850,ClippingCutting
23609,video09_27875,ClippingCutting
23610,video09_27900,ClippingCutting
23611,video09_27925,ClippingCutting
23612,video09_27950,ClippingCutting
23613,video09_27975,ClippingCutting
23614,video09_28000,ClippingCutting
23615,video09_28025,ClippingCutting
23616,video09_28050,ClippingCutting
23617,video09_28075,ClippingCutting
23618,video09_28100,ClippingCutting
23619,video09_28125,ClippingCutting
23620,video09_28150,ClippingCutting
23621,video09_28175,ClippingCutting
23622,video09_28200,ClippingCutting
23623,video09_28225,ClippingCutting
23624,video09_28250,ClippingCutting
23625,video09_28275,ClippingCutting
23626,video09_28300,ClippingCutting
23627,video09_28325,ClippingCutting
23628,video09_28350,ClippingCutting
23629,video09_28375,ClippingCutting
23630,video09_28400,ClippingCutting
23631,video09_28425,ClippingCutting
23632,video09_28450,ClippingCutting
23633,video09_28475,ClippingCutting
23634,video09_28500,ClippingCutting
23635,video09_28525,ClippingCutting
23636,video09_28550,ClippingCutting
23637,video09_28575,ClippingCutting
23638,video09_28600,ClippingCutting
23639,video09_28625,ClippingCutting
23640,video09_28650,ClippingCutting
23641,video09_28675,ClippingCutting
